seq,subj,item,cond,R1,R2,R3,R4,R5,R6
33,17,16,2,1963,3372,4593,3960,1961,972
26,17,18,2,3294,2029,1585,1469,1374,1449
5,17,20,2,2520,2140,2440,1569,1343,1668
14,17,22,2,2908,1788,1614,1604,2429,934
25,17,24,2,4193,1171,2434,2289,904,1156
1,17,26,2,2526,2438,2308,2912,2090,1120
12,17,28,2,3667,1684,1910,2947,1414,2853
13,17,30,2,2201,3723,1635,2763,1211,1734
21,17,32,2,6413,5416,3349,3576,1133,621
11,18,2,1,2091,1242,2203,1971,1151,1741
41,18,4,1,2621,2808,1396,1611,1025,1306
21,18,6,1,2232,1554,1148,1050,1019,946
